sentence-index,sentence,text-index
995,It is a way of life.,12
996,"Deny or threaten it, and you deny and threaten someone's existence.",12
997,"They will strive to validate it, and even prescribe it for you and everyone else: not just ‘this is how we live’, but ‘this is how one to live’.",12
998,"In the prevailing exclusionist literature, which is controlled by the professionally intelligent, the attitude that what professionals define as ‘intelligence’ does not matter, and that their child's humanity does, may be seen as a symptom of pathology as severe as (and similar to) a child's intellectual disabilities.",12
999,"It is a lack, a disqualification, an inability to face the reality of their child's disability.",12
1000,Because it is pathological it must not be allowed to appear in its own form.,12
1001,"To borrow from the classic language of the history of slavery, parents in this sense are ‘physically alive but socially dead’: we do not see them.",12
1002,"They contain endlessly frustrated plantation slaves who are rebellious at assessments and in encounters with professionals, but whose views only reach daylight in fragmented and unvalidated form; and they contain house slaves who agree with everything that goes on and use ‘massa's’ language and concepts, but who believe something else all the time and are waiting for the day.",12
1003,", they are a colonised people.",12
1004,"But other colonised people the Algerians under French rule described by Frantz Fanon or the Black Americans by Stokely Carmichael in the 1960s, they believe that they and their children should themselves be the civilising force to overcome the ‘civilisation’, the predominant philosophy and way of life, that has colonised them.",12
1005,"The stakes are high: it is not just a question of particular social groups (‘What is it to be Black?’,",12
1006,"‘What is it to be a woman?’), but of the very qualifications for inclusion in the human species.",12
1007,"They believe they have a different and better answer to the question, ‘What is it to be human?’",12
1008,WORDS OF EXPERIENCE: A RESEARCH PROJECT,12
1009,"My opening observations are not random reflections, but arise directly from a piece of research.",12
1010,Between 1987 and 1989 I conducted in-depth interviews with nearly forty parents of children with trisomy 21 (so-called Down's Syndrome) who were between the ages of 2 and 7.,12
1011,"I had several interviews with each parent individually, speaking to nearly 90 of the total population group in a borough with a wide class distribution and a large ethnic minority population (see Goodey 1991).",12
1012,Before I began the formal research I had been aware from the few parents of children with trisomy 21 I knew that there was more disquiet about their negotiations with professionals and the treatment of their children than had made its way into the academic and professional literature on parents and families.,12
1013,"Second, I also knew that this disquiet existed alongside other more conventional attitudes which perfectly fitted the portrayal of parents usually found in that literature.",12
1014,"After beginning to interview people in depth, I realised that, to explain this juxtaposition of apparently contradictory values within  individuals, I needed to go beyond the conceptual framework set by clinicians and sociologists alike.",12
1015,A shared language between parents and professionals did not necessarily mean shared attitudes.,12
1016,"It may be that when we express our opinions, we only have available to us ready-made sets of ideas, ‘discourses’, other people's words which we choose from, string together in different ways and think (mistakenly) to be our own; these include ‘expert’ ideas and the colloquial, common-sense versions of them absorbed by ordinary people in one way or another.",12
1017,"But we have something else too which is genuinely our own, we don't choose it, and that is experience.",12
1018,"It became clear from talking to parents that I had to see what they said actually hooked up with their experience, the fine detail of it, and not to assume that I knew exactly what kind of lived experience lay behind a familiar form of words.",12
1019,Parents as truth tellers,12
1020,"Even to get this far, I had to believe that what I was being told by people about their experiences and feelings was the truth, or essentially the truth.",12
1021,"I may have been wrong proportionately as many times as the result of an amniocentesis turns out to have been wrong: , being wrong in both cases amounts to a hypothetical possibility, but is not normal.",12
1022,"I decided, , that if a parent told me they had dreamt about having a ‘Down's baby’ before the birth — in the medical literature, this is a classic after-the-event self-deception — they had in fact had such a dream.",12
1023,"If they said they had not been upset on being told the diagnosis, this actually was the case; they were not suffering from amnesia.",12
1024,"If they became angry at things said to them by professionals, as a majority of them did at some point, the horrifying causes of their anger were true, and were not projections of their own distress the professional concerned.",12
1025,"To accept the truth of these accounts is a simple but giant step, and one which the academic and professional community is by its own self-definition incapable of taking: a social group which bases its very existence on its own claims to cleverness would risk its life if it opened even one ear to the voices of fools and heretics, especially when the topic itself is about foolishness in the form of ‘learning difficulties’.",12
1026,In what follows I have used my interviews with parents as a counterpoint to a professional judgement.,12
1027,"SHOCK, HORROR AND DEMYSTIFICATION",12
1028,‘When parents are first told that the baby has Down's Syndrome they are deeply shocked’(Cunningham 1982: 28).,12
1029,": With my other babies they've mostly left them quite close to me, but she was put over to the side, the doctor was slow in coming, and she went over and checked her over, coming to speak to me as they usually do — she went out again and didn't even look at me  [laughs]…",12
1030,I had an instant bond with Marie — I thought she was beautiful the moment she was born — I can really say that.,12
1031,"I thought she was beautiful, and I didn't mind about her being Down's Syndrome.",12
1032,"Mentally I was prepared to cope with it you see, I'd made my mind up right through my marriage that I would.",12
1033,"Every one of these parents can recount stories of being not believed, not looked at, not spoken to: that is what dead people experience, if the dead have experiences.",12
1034,"For Bernadette, it's amusing.",12
1035,"From this paediatrician's reaction, it seems the clinical notion of deep shock as a natural reaction is itself a projection of that professional's anxiety the parent.",12
1036,": He was six months old and I'd gone down for his second immunisation and I mean the doctor I went to see was a family doctor — I've known him since I was a baby — and he just, he was looking at him and he just said, ‘Is your husband Chinese?’",12
1037,"And I said, ‘No.’",12
1038,"And he just stuck the needle in his arm, and he said, ‘Well, I think the baby's a mongol’, and he showed me the door and that was it.",12
1039,He wasn't looking at me.,12
1040,"He was looking down and twiddling his pen, you know…and I mean I know it sounds stupid, but I didn't mind, I think I knew anyway.",12
1041,"I mean when he was born they laid him on me, he'd had the cord round his neck three times and he looked like a tortoise with his long neck and this little tiny head [laughs].",12
1042,"And I thought blimey, he's a mongol, you know, when you're looking at them, and then I was looking at the nurses and waiting for everyone to say something, and nobody said nothing.",12
1043,"And then I thought, I couldn't say ‘Here, is this baby a mongol?’ Stan, I think he would have fell over.",12
1044,Pat has reasons not to mind.,12
1045,"The baby is already six months old, and she has already made the diagnosis herself, at birth.",12
1046,", both her own parents had considerable physical disabilities.",12
1047,Both she and Bernadette have realised beforehand that the boundaries of human experience are wider than those indicated in the Mothercare catalogue.,12
1048,What about those who haven't?,12
1049,": Well the doctor was crying, she had tears in her eyes, and she said, ‘We've got some news.’",12
1050,"And then the stupid thing, the doctor said to me, ‘Does she look like anybody in your family?’",12
1051,"I said, ‘Well you don't have to tell me, I know she's a mongol.’",12
1052,"She said, ‘Oh — you a nurse?’",12
1053,"I said, ‘No, I can just tell by her face’…",12
1054,So I went back and see the baby in the incubator and then I went back to the ward.,12
1055,"None of the nurses spoke to me, nothing, till 2 o'clock that afternoon, which I'd had her at 7.30 in the morning…",12
1056,"Yeah, yeah, well I completely rejected her.",12
1057,"I knew she wasn't a hundred , I just didn't want to know her…",12
1058,The exact feelings…,12
1059,I wanted her to die…,12
1060,And I'll tell you the only reason I took the baby home was because Martin wanted her.,12
1061,"Now this looks more like it: a normal, natural reaction, I do have to search through several of the transcripts on my desk to find one.",12
1062,‘Natural’: does this mean that we all have a gene that determines we will be shocked?,12
1063,"In the clinical literature, the word ‘natural’ is left undefined (the medical description of this kind of shock goes back to the nineteenth-century discovery of ‘hysteria’and its symptoms in women).",12
1064,"Rita, however, takes care to define it, and is aware of the surrounding social circumstances.",12
1065,The baby had been taken away immediately and wired up in an incubator for three days.,12
1066,"Since Rita has been sent to Coventry, she has not been told that it is physically possible for her to open up the incubator herself and put her hands in.",12
1067,"Eventually a nurse does show her, and then ‘Once I'd touched her, she was mine.’",12
1068,She is further handicapped by having a sister-in-law (a nurse herself) who visits immediately after the diagnosis has been made and starts discussing fostering and adoption procedures.,12
1069,"Most importantly, Rita, just as she makes her own diagnosis, knows — unlike the professionals — exactly what the ‘shock’ is and that it comes from somewhere:",12
1070,": You know, the old story, my first thoughts when I had her, well one of my first thoughts, was Oh, I've got one of them kids that have silly haircuts, silly anoraks, spend all day on buses or all day in a home, weaving baskets, and that was my first thought…",12
1071,"I don't know, I always said I'd never took the piss these children, but I'm sure I must have done at school, but I must admit I embarrassed.",12
1072,I was embarrassed giving birth to a mongol.,12
1073,"If we was educated with handicapped, you know, if we'd mixed with them…but we never saw them.",12
1074,"I'd never spoken to one till we had Louise, you know, which is not fair on us normal people…",12
1075,"They're anti-social, handicapped people, and they're kept that way.",12
1076,"They're all at a different school all day, and they shop at different times…but you never see them in restaurants and why shouldn't they be?",12
1077,"They're just , you know.",12
1078,"Like many of the parents, Rita readily agrees with the professional maxim that ‘It's natural to feel shocked’, but she clearly does not take this to be some scientific and objective concomitant of the situation, something in her genes.",12
1079,"Such parents know that it is something they have been socialised into by a segregated society, and that things could have been otherwise: that they to be otherwise (It's not fair…’).",12
1080,Between the apparent extremes of these examples lie all sorts of individual circumstances.,12
1081,"Some parents' reaction to the diagnosis is nullified by the additional diagnosis of some life-threatening physical condition meningitis or a heart defect, which to them is more distressing.",12
1082,Some may have previously had a miscarriage or an infant who died.,12
1083,"For others who went through distress, over and over again the feelings behind the abstraction of ‘shock’ have to do, not with newly existent beings whom one doesn't know, but with existing people in one's life — partners, family, etc.",12
1084,"And none of them fails to recognise where these negative feelings come from, that such feelings have been  by a particular upbringing and environment.",12
1085,‘Shock’ and ‘trauma’must be seen as an example of what psychologists call reification: sets of concrete interpersonal and societal relationships are turned into an abstract ‘thing’which dominates our language and hence our way of thinking.,12
1086,"This self-perpetuating process of mystification that denies real feelings and experiences is a necessary prop to the status, power and basic philosophical values of a way of life; the teaching of negative feelings must go on.",12
1087,"What needs to be emphasised, though, is that direct experience — becoming part of a way of life that includes the alien in a wider definition of what it is to be human — seems to be almost the only way of achieving demystification.",12
1088,The only problem I had was people thinking I had problems.,12
1089,‘COMING TO TERMS’: WHOSE AND WHAT TERMS?,12
1090,For many parents it is the child they were expecting is dead.,12
1091,Many doctors think that it is important for parents to recognize these feelings and to go through a period of mourning for their lost imaginary baby…,12
1092,These feelings…may diminish in time the parent can come to terms with the fact that the baby has Down's Syndrome.,12
1093,"(Cunningham 1982: 31, 39)",12
1094,"A couple of hours after drafting this, I receive a call from a local health visitor asking advice about a child who has just been diagnosed.",12
1095,"She tells me that ‘the mother is just going through the process of grieving for the child she hasn't had’(the child is already eight months old): the health visitor's instruction in the art of creating unpersons has been exemplary, and she is keen to pass this the mother.",12
1096,": At school when you have these, you have lessons about childbirth and babies and things, nobody ever says like not all children are born, you know, normal.",12
1097,Antenatal classes should talk about it.,12
1098,"Although I said to my husband when I was pregnant, what if I have a handicapped baby?",12
1099,"And he said he wouldn't be able to cope, but it was in the pretext that it would never happen to us.",12
1100,But you've got to think about it if it happen to you.,12
1101,"I mean if it does, you, I think you find a way of coping with it.",12
1102,"There's no connection between the thought beforehand, and when it happens to you something different happens.",12
1103,": I'd always tended to shy them, like, because like I say I think it's the fear of the unknown, what you've been told.",12
1104,"If you don't understand something you normally tend to be aggressive towards it, don't you?…",12
1105,"Looking at what Micky's like and everything, when I thought before what it would be like and what the situation actually is, I think basically you're in another world, you know what I mean?",12
1106,Because it another world.,12
1107,Because what you're thinking it's going to be like is completely the opposite of what is happening.,12
1108,"For both ways of life and for both sets of values, excluders and includers, the language of ‘coping’ and ‘coming to terms’describes the transition between one world and another world; this much they agree on, the values they attach to these worlds are totally opposite.",12
1109,"Many parents can put their finger on a moment or incident when they experienced this transition, which they often mark as rebellion.",12
1110,": When the paediatrician come in next morning, I mean he only was in there two seconds, he looked her up and said ‘Typical mongol’, either ‘Typical mongol features’ or ‘Typical mongol face’, it was one of the two he said, and I could have killed him…",12
1111,"They put Jenny [Phil's wife]in a grotty old side ward she didn't upset any other of the patients, come in and tell us anything.",12
1112,"I grabbed one of the midwives, the senior one there, and I said to her, what happens now?",12
1113,"And they reiterated that they would like Becky to stay in for tests but Jenny could come home, and Becky was jaundiced you see.",12
1114,"I said what happens if she hadn't had Down's Syndrome, they said she could have gone home, so I said: ‘That's it, wrap her up, we're going home.",12
1115,"Start life as we mean to go on, we'll go home.’",12
1116,"That afternoon a friend came round, Ruth and Jim, and they come round with a bottle of champagne, the best you could buy, and it was just like we'd had a baby…",12
1117,"I mean I'd had a sort of cry I suppose, but at the actual time I was glad I had a daughter [after two sons].",12
1118,"And after he said typical mongol, I think, I don't know, it's awkward to explain: everything seemed to fall into place.",12
1119,"Just as the clinical professions can provide parents with the language and the concepts with which to take a negative view of the child, so they can provide the unwitting stimulus for the parent to enter a new, positive world in which things ‘fall into place’.",12
1120,": For some reason I thought of it that they've given me this monster of a baby that I wasn't going to be able to love, and some woman came round — she may have been the hospital social worker or an almoner — and spent about an hour telling me how this was going to completely change the course of my life, I was going to be saddled with this child that would need twenty-four hour care and attention, and I had to think carefully about whether I wanted that for the rest of my life, i.e. was I going to keep him — virtually talking me into not keeping him, and I think the turning-point was that I felt there was something coming from the outside that was, , really trying to urge me to reject him, and that I rebelled against it.",12
1121,"I can't say I had any positive feelings in the first place, but the realisation that everybody else had negative feelings made me love him.",12
1122,"The majority of parents reported being presented covertly or overtly with an opt-out clause when the diagnosis was first made, often couched : ‘Leave  the baby here for a couple of days, go home and think about it’(‘it’ being unspecified).",12
1123,"Cunningham (1982) reports that if parents decide to give up the baby permanently, it is ‘for the parents who make it, the right decision,.",12
1124,"It is important to note here than a parent is gripped by those negative fantasies that the textbooks claim to be real and universal, she is also immediately capable of embracing a critique of the values she is confronted with.",12
1125,"Perhaps we are now in a position to give, from a parental perspective, an alternative interpretation of what exactly it means to ‘come to terms with’ a child's disability.",12
1126,"For the clinical and educational professions (and the lay notions which derive their values from them), their very practice makes it clear what fact it is that you ‘come to terms’ with: you have not given birth to a member of the human species as we define it, and to which we allocate certain rights and social roles, but to an object of pathology — a ‘monster’, to use a technical term employed in medical anatomy.",12
1127,"For the parent, the same phrase means the inverse: I have not given birth to the monster which my upbringing and socialisation led me to believe I'd had, but to a normal member of the human species as I now define it.",12
1128,"This widening definition of what it is to be human, couched in sociologically aware terms, runs throughout the responses, and is further expressed in attitudes to amniocentesis and abortion in subsequent pregnancies.",12
1129,"In medical practice, and especially in medical economics, it is assumed that the identification of a foetus with a disability by amniocentesis (CVS) will inevitably lead to an abortion.",12
1130,"Yet, only a small proportion of the parents interviewed would even contemplate termination of a subsequent pregnancy should a test turn out to be positive.",12
1131,"Some who had subsequent pregnancies had refused any kind of test, despite in some cases being aggressively pressurised by the hospital.",12
1132,"Others had undergone a test because they ‘needed to know’, not because they had any intention of terminating.",12
1133,"Even where doubts are expressed about ‘having another one’, they are stated in terms which imply a criticism of social arrangements personal coping.",12
1134,: They're such lovely babies you'd have twenty of them.,12
1135,"I'm not sure, though.",12
1136,I'm not sure I could stand shlapping up and down to that bloody clinic time and time again.,12
1137,"Similarly, cosmetic surgery is seen in the professional literature as an option (some parents choose it, some don't), or even as a kind of cure, especially by the surgeons contracted to perform it, whose understanding of the issues extends as far as the principle that if people see a physically normal child they will react to it ‘normally’ and will elicit normal behaviour.",12
1138,"cosmetic surgery is performed, even encouraged.",12
1139,"In this sample, however, not one parent wanted it for their own child, and they were more prescriptive about what was morally correct for other parents here than on any other issue.",12
1140,": The surgeons are God, anyway, aren't they?",12
1141,"I mean it was like years ago I  heard things about Down's children with holes in the heart and why bother to do it, but now everything's changing — let's make them more normal.",12
1142,But why do that?,12
1143,"I mean they're normal to us but they're not normal to other people, so why should we make them normal to them, just to please society?",12
1144,I mean the world's made up of all different coloured people — why shouldn't we have different faces and all?,12
1145,"If we all walked round with the same face and same coloured skin it would be pretty boring, wouldn't it?",12
1146,The world of normality is redefined.,12
1147,"a matter of distribution across a norm, of statistics and probability, ‘normality’ itself is simply a common-sense, inclusive definition of what it is to be human, with wider boundaries redefined from experience.",12
1148,LUCKY LEPERS,12
1149,‘I am fortunate.,12
1150,I do not truly know what it is like to have a child with Down's Syndrome’(Cunningham 1982: 16).,12
1151,: Scott is the best thing that ever happened to us.,12
1152,"I think it was more, I thought if people would feel sorry for me, then I wouldn't be able to cope with this thing, like.",12
1153,"I didn't want any pity, that was the thing I was worried about: that people were going to pity me.",12
1154,"I didn't want people to think I couldn't cope with it, like, 'cos I knew I could.",12
1155,I'm going to be frightened of anything again.,12
1156,Before I had Scott I would never say boo to a goose.,12
1157,"But I think all the time where you have to keep on fighting all the time, so now like you get so mouthy in the end you can't shut up, you know [laughs], you end up winning the argument 'cos you can't shut up, like.",12
1158,"You've had to be like that all the time, otherwise you feel like you ain't getting there, they're getting the better of you, like…’ cos you listen, don't you, when you've had the baby they are supposed to help you and advise you, so you take all their…but then you can only take so much, and you think must be the mad ones, like.",12
1159,": In actual fact me having Devon, I've never met so many real people…",12
1160,"He's made us really meet real people, you know what I mean, people with handicapped children, and to me I find them more real than some of my friends that live in another world, fantasising about the future, you know, ‘What's the kids going to be when they grow up?’",12
1161,"I wouldn't plan a life out for my child, I couldn't possibly do it, you know…",12
1162,My priorities in my mind's eye is better.,12
1163,"Their priorities to me is out the window, if you understand my meaning.",12
1164,"My priorities in life is smaller, more compact, but their priorities is for about ten, fifteen years from now.",12
1165,"God forbid anything should happen to their children, never mind their house, or their car.",12
1166,"It stand out like a sore thumb sometimes when I'm with them, I find people with  handicapped children are real people, are people who are people with their children being, talking to them, things that they can give them, you know.",12
1167,Maybe I've swapped lenses…,12
1168,": Well I would say that if I had my life over again I wish and hope that everything happens the same, and I think at the end of the day Becky had been the cream the cake…",12
1169,"Perhaps my opinion on morality's changed, you know, that there is right and wrong and all this and that you've got to accept people.",12
1170,I mean I know what it's like to be Black.,12
1171,"I feel now that I've got an epitaph at the end of my life that I something, I wasn't a taker…",12
1172,"I mean we still live, which is a sad fact, but we still live in a society where we were like lepers, we still live in a society where you can still reject, and it shouldn't be that; you shouldn't have the option to reject, you should have the support there.",12
1173,"Bravery, contact with social reality and a sense of justice are the themes of these three extracts.",12
1174,"If they are symptoms of leprosy, then we are indeed ‘fortunate’ to know what the experience is like.",12
1175,LAST WORDS,12
1176,I have quite intentionally cited only one example of the available professional and academic literature.,12
1177,"being one of the most widely read and influential books, it is also more enlightened than most of the published work getting through to teachers, health visitors, therapists and parents too.",12
1178,"It does not appear to take a lofty clinical viewpoint, but partakes of the language of partnership and equality between experts and parents.",12
1179,"I have ignored such central and prestigious characters in the drama is professor Wold of St Bartholomew's Hospital, who is seeking to perfect a cheap, early diagnostic test for trisomy 21 during pregnancy on the interesting grounds that it costs £500,000 (not accounting for inflation) to look after a person with trisomy 21 for life.",12
1180,"Let us skirt round professor Joan Bicknell, a major authority in child psychiatry.",12
1181,"In a bang-up-to-date textbook (see Bicknell 1988), she lectures future generations of health and social service professionals on imparting what they are to perceive as ‘sad, bad news’ to parents.",12
1182,"Following a time-honoured tradition of psychiatric categories, she elaborates the ‘bereavement response’ to diagnosis into a farrago of stages (none of whose terms, as far as I can make out, has ever been defined):(1)‘Shock’,(2)‘panic’,(3)‘Denial’,(4)‘Grief’,(5)‘Guilt’,(6)‘Anger’(),(7)‘Anger Against professionals’,(8)‘Bargaining’and finally (9)‘Acceptance’.",12
1183,Anyone who wants to explain away the material I have offered in the interview extracts will merely have to look up item (7).,12
1184,Let us return to the measured tones of Cliff Cunningham.,12
1185,Earlier I mentioned Stokely Carmichael; and here is the White liberalism of mental disability issues.,12
1186,Why am I using his work to set alongside the interview extracts?,12
1187,"I am saying that  we are confronted, beneath a language which is often common to both parties, with two competing moral philosophies, and that the language of partnership is a mirage, a deliberate and partisan disguise for the fact that one of those philosophies holds power while the other comes from beneath the underdog.",12
1188,There are not ‘professionals’ and ‘parents’.,12
1189,"There is a strange tribe that believes in spells, psychometric assessments and incantations, and there is a tribe of what Beverley, Devon's mother, calls real people.",12
1190,"The beauty of it is that while nut everyone can become Black or become a woman, anyone can join the ‘real people’.",12
1191,"They may be parents or they may only have letters after their name, but what they have is this: they know that intellectual perfection and the criteria for measuring it are chimeras.",12
1192,"In our society this knowledge is dangerous, subversive, and — make no mistake — will be dealt with as such.",12
1193,"The best way of dealing with it, perhaps, is to draw parents into a prevailing set of values about intelligence and humanity on the grounds of an ‘equal partnership, that is spurious and reinforces the attitudes underlying segregation.",12
1194,Ruled out or rescued?,12
1195,A Statement for Balbinder,12
1196,Elizabeth Grugeon,12
1197,Elizabeth Grugeon provides a detailed account of her association with Balbinder Singh and his family.,12
1198,She was a friend and adviser for the family as they tried to negotiate a path through an education system which was not always easy to understand.,12
1199,Balbinder was the subject of a Statement and Elizabeth Grugeon charts the process from an initial expression of concern about Balbinder's lack of progress by the primary school to his transfer to a special school for pupils categorised as having ‘moderate learning difficulties’.,12
1200,MY INVOLVEMENT WITH THE FAMILY,12
1201,"A long-standing friendship with an Asian family who were neighbours of mine led to my being involved in the process of Statementing their youngest child, Balbinder Singh.",12
1202,"He was 6 years old and had been at the school for three terms when the head, knowing that I was a neighbour and friend of Balbinder's mother, invited me to go with Mrs Singh to a meeting with the educational psychologist.",12
1203,The head explained that he and the class teacher felt that Balbinder was making little progress and they were worried about his lack of concentration and poor language.,12
1204,They were considering the possibility of a place in a special school for children with moderate learning difficulties which could offer ‘smaller classes and more individual attention’.,12
1205,"His transfer would involve a lengthy and complicated assessment procedure, and they wanted me to help to explain this to Balbinder's parents and to reassure them.",12
1206,This chapter is an account of the process and is an attempt to see it from the family's perspective.,12
1207,I had known the family for some years as I had been Mrs Singh's English tutor on a local authority adult literacy programme.,12
1208,"Balbinder was 3 years old when I first started visiting the house, a very sociable child who eagerly awaited my arrival and the chance to play with the bag of toys I always brought with me.",12
1209,"Over the years, in my role as home tutor to his mother, I had had a privileged relationship with Balbinder and his family.",12
1210,"By the time he started school I had already been an intermediary between the family and the town hall, the DHSS, the local social services, the medical profession and school.",12
1211,"Mr and Mrs Singh kept most of their official correspondence between the pages of their telephone directory and on my weekly visits we sorted out the milk tokens, rates demands, post office giros, all of which made linguistic demands which were beyond the level of their competence.",12
1212,"Mr Singh, a Kenyan Asian, confessed to me, after I had been a friend of the family for several years, that he was neither fluent in Swahili, the language of his education 13, nor in Punjabi, his mother tongue.",12
1213,"However, the family spoke Punjabi exclusively at home and had very strong views on the need to do this.",12
1214,They were concerned that the boys should not lose touch with their language and culture.,12
1215,"The two older boys, aged 5 and 7, were competent in both languages.",12
1216,Balbinder seemed slower to talk and his mother was worried about his reluctance to speak English.,12
1217,As both parents spoke to him in Punjabi for most of the time this did not seem surprising.,12
1218,I reassured Mrs Singh that once he started playgroup there would be an improvement.,12
1219,"In fact the health visitor diagnosed a problem with speech at his screening at age 3, and he began attending the local health clinic for speech therapy.",12
1220,Mrs Singh mentioned this once or twice but did not seem to set much store by it.,12
1221,She continued to express concern at what she felt to be his backwardness at speaking English.,12
1222,I wondered how many people he had the opportunity to speak to outside his family.,12
1223,"However, the playgroup run by local parents had not been the success for Balbinder that we had hoped.",12
1224,There were complaints about his behaviour.,12
1225,"He did not seem to know how to play, would not settle down, ran about too much and fought with the other children.",12
1226,"At home, whenever I visited, he always seemed the same docile, attractive child sitting silently watching TV in the impeccably tidy and attractive furnished living room of the very small, terraced house.",12
1227,"In the house, the lives of the three young boys seemed quiet, calm and disciplined.",12
1228,"But the large hall at playgroup, the number of activities, different experiences and other children seemed to produce excitable and often aggressive behaviour in Balbinder.",12
1229,"The staff were also worried about his speech, not seeming to take into account the fact that this was the first time he had come a Punjabi-speaking environment and was having to cope with new experiences in a foreign language.",12
1230,"His mother's fluent, though inaccurate, English and confident manner may have led them to expect more of him.",12
1231,"Mrs Singh worried about him , and was often very angry at his apparent lack of progress.",12
1232,"She wanted him to learn to count, begin to write, and above all to speak English.",12
1233,"She and the children visited my house regularly at this period, I could hear the oldest boy, Ravi, read.",12
1234,He had already overtaken his mother and she did not know how to cope with the graded readers he brought home from school or his teacher's request that she should hear him read.,12
1235,Whenever they visited me I listened to him reading.,12
1236,He was quite fluent but seemed to read without comprehension.,12
1237,I felt that the texts he was reading did not speak of familiar experiences or vocabulary.,12
1238,I remember him struggling with a story where understanding of the narrative depended on the reader knowing about canals.,12
1239,"He could read the  words —— but the illustrations of an urban canal with tall, industrial buildings and long painted boats portrayed an unknown landscape.",12
1240,At 8 he was rapidly becoming a non-reader.,12
1241,The idea that reading might be for pleasure had not occurred to him.,12
1242,"Balbinder was always pleased to come along for these sessions, to play with my children's toys and run in the garden.",12
1243,Mrs Singh brought her letters and forms for me to elucidate.,12
1244,I was constantly surprised at the extent to which she needed explanations for even the most taken-for-granted aspects of junior school life.,12
1245,The list of clothing for a school trip included ‘night-dress’ and ‘sponge-bag’.,12
1246,"The Singh children slept in their underpants, and she wondered whether I could lend her a ‘night-dress’ for Ravi and also a sponge.",12
1247,Almost all documents sent home from school were incomprehensible.,12
1248,"Letters inviting parents to join the parent — teacher association, visit the ‘Spring Fayre’, to volunteer for ‘parent-governor elections’, or attend a ‘Maths Workshop’ were put in the bin after my attempts to explain them.",12
1249,Schools unwittingly erect a language barrier which must exclude great numbers of parents.,12
1250,"End of term reports contained phrases like ‘his development of spatial awareness, or ‘his confidence on the apparatus’.",12
1251,"However phrases like ‘is working hard’, ‘always tries his best’, ‘is beginning to show some improvement, did not fool her.",12
1252,She interpreted them quite accurately to mean that her children were under-achieving and the message she took from them was almost always a negative one.,12
1253,On one occasion Mrs Singh had asked me to go with her to visit one of the boy's teachers.,12
1254,The teacher was brusque and busy.,12
1255,"She brushed aside Mrs Singh's assertions that her son was not making progress by telling her repeatedly that it was unreasonable to expect anything more; she used phrases like ‘He is well below average’, ‘He is slow’, ‘He is in the bottom set, you must accept that.",12
1256,You can't put it there if it's not there.’,12
1257,Mrs Singh was not satisfied.,12
1258,"She wanted to know why he never brought anything home, why he had no reading book.",12
1259,His teacher explained that homework for 8 year olds was not school policy and Jeetinder was called in to show his mother that he could read.,12
1260,"He produced his reading book, one of the ‘pirate series’ by Sheila Mccullagh, and read quite fluently.",12
1261,"The teacher suggested that Mrs Singh could help by reading with him, Mrs Singh to read one line, Jeetinder the next; she was evidently unaware of the possibility that Jeetinder's reading could be more competent than his mother's.",12
1262,Looking at a piece of work on the board Mrs Singh said she wanted her son to write like that.,12
1263,"The teacher, worn down by Mrs Singh's refusal to accept Jeetinder's limitations, told her that it had been written by ‘a highly intelligent girl’.",12
1264,She continued to try to convince Mrs Singh that although Jeetinder was in the bottom set he was doing well and was not ‘the bottom of the bottom set’.,12
1265,"None of this convinced Mrs Singh who left the classroom saying in an unusually dictatorial tone to the class teacher, ‘I want you to sort him out and bring homework home.’",12
1266,"Later, I tried to mollify her by pointing out that the teacher had said what a nice boy he was.",12
1267,"Looking me straight in the eye she replied, ‘Nice is in every child.’",12
1268,"The school's educational psychologist had made contact with the family when he had been involved in an assessment of Jeetinder, the second son, now in the fourth year at the school.",12
1269,There had been concern about his progress at the same stage as there now was for Balbinder's.,12
1270,Mrs Singh had been visited at home and the head had arranged for me to be present I could explain and reinforce any suggestions.,12
1271,"In the event, I found this difficult as they seemed inappropriate.",12
1272,The psychologist had suggested among other things that Mrs Singh could help to improve Jeetinder's spoken and written language by reading to him at bedtime and could help to improve his numeracy by encouraging him to spend and account for his pocket money.,12
1273,Both ideas were culturally alien to Mrs Singh.,12
1274,"There were no English children's books in the house, and the boys did not shop on their own nor have regular pocket money.",12
1275,Neither parent was fully literate in English or their mother tongue.,12
1276,"Mrs Singh had seemed mystified by the advice, as she believed the school should be responsible for progress in English and mathematics and shrugged helplessly when I suggested that parents also had an important role.",12
1277,THE STATEMENTS PROCESS FOR BALBINDER,12
1278,My contact with the family had lapsed for a while when the head asked to see me to request help in explaining the Statementing procedures to Mrs Singh.,12
1279,The head told me that Mrs Singh had been coming to school regularly to express concern about Balbinder's lack of progress.,12
1280,"The class teacher and the head were also worried; they felt that, ‘after four terms at school, he is the slowest in the class’.",12
1281,"Their concern was that in September, when he should be moving into the second year infants with his age cohort, he would be far behind.",12
1282,The head had asked the educational psychologist to come and assess him producing a formal Statement of Special Educational Needs.,12
1283,"Standardised tests had shown that ‘whereas his two older brothers had scored better on verbal ability than on visual motor ability, Balbinder had performed equally poorly on both’.",12
1284,As a result the educational psychologist had been investigating the possibility of a place at a local special school for Balbinder.,12
1285,They now wanted to explain all this to Mrs Singh and hoped that I would be able to explain the implications of what they were going to say.,12
1286,"The same morning Mrs Singh had approached me in the school foyer, handed me a bag full of letters, and burst into tears.",12
1287,I realised that I hadn't visited her for some weeks and agreed to go to her house after school.,12
